Country,Year,GDP,Population
Sri Lanka,1994,4577.861431,18094474
Sub-Saharan Africa,1994,2556.622456,
Sub-Saharan Africa (IDA & IBRD),1994,2556.622456,
Sub-Saharan Africa (excluding high income),1994,2554.886534,
Sudan,1994,1748.300773,23338465
Suriname,1994,12865.37686,435099
Sweden,1994,33110.82558,8798235
Switzerland,1994,54181.00257,6938407
Syria,1994,,13950486
Taiwan,1994,,21207424
Tajikistan,1994,1652.512007,5679169
Tanzania,1994,1286.488715,28792649
Thailand,1994,9358.708398,58875275
Timor,1994,,827828
Togo,1994,1523.740184,4120615
Tokelau,1994,,1524
Tonga,1994,4342.967427,95739
Trinidad and Tobago,1994,11505.002,1249527
Tunisia,1994,5896.940388,8967916
Turkey,1994,12844.20684,57564209
Turkmenistan,1994,4393.759504,4115104
Turks and Caicos Islands,1994,,15399
Tuvalu,1994,3072.077224,9259
Uganda,1994,1001.43043,19793541
Ukraine,1994,8606.613502,51147771
United Arab Emirates,1994,100213.1562,2294377
United Kingdom,1994,31851.37706,57763382
United States,1994,42377.35551,262241204
United States Virgin Islands,1994,,106642
Upper middle income,1994,6013.908681,
Uruguay,1994,13230.03194,3201149
Uzbekistan,1994,2562.993905,22336202
Vanuatu,1994,2965.504032,164128
Vatican,1994,,777
Venezuela,1994,,21474553
Vietnam,1994,2091.599345,73651220
Wallis and Futuna,1994,,14056
Western Sahara,1994,,247259
World,1994,9753.310591,5663150426
Yemen,1994,,14297617
Zambia,1994,1902.392868,8869745
Zimbabwe,1994,3529.592419,11261752
Afghanistan,1993,,15816601
Africa,1993,,681869333
Africa Eastern and Southern,1993,2551.342966,
Africa Western and Central,1993,2665.864237,
Albania,1993,3599.027058,3195196
Algeria,1993,8027.376107,27635517
American Samoa,1993,,51025
Andorra,1993,,60974
Angola,1993,3788.509556,13075044
Anguilla,1993,,9491
Antigua and Barbuda,1993,15991.91071,65777
Arab World,1993,9889.760675,
Argentina,1993,17312.03457,33970103
Armenia,1993,2554.172167,3363111
Aruba,1993,38948.31398,72495
Asia,1993,,3389426674
Australia,1993,31213.07985,17603211
Austria,1993,38603.25855,7892089
Azerbaijan,1993,4379.814078,7581754
Bahamas,1993,33289.7316,271065
Bahrain,1993,47819.42395,536212
Bangladesh,1993,1621.326846,110350641
Barbados,1993,12632.18974,263869
Belarus,1993,7305.342583,10135133
Belgium,1993,35935.26184,10118684
Belize,1993,6116.260028,197625
Benin,1993,2227.3532,5521761
Bermuda,1993,65967.85001,62750
Bhutan,1993,3050.140953,532590
Bolivia,1993,4804.539977,7312857
Bonaire Sint Eustatius and Saba,1993,,14451
Bosnia and Herzegovina,1993,,4078940
Botswana,1993,9406.429869,1399110
Brazil,1993,10569.6951,156849086
British Virgin Islands,1993,,18783
Brunei,1993,70908.80819,281684
Bulgaria,1993,10389.08504,8576042
Burkina Faso,1993,1061.586864,9552473
Burundi,1993,1105.228686,5798054
Cambodia,1993,1763.817843,9970727
Cameroon,1993,2532.740305,12864091
Canada,1993,,28547964
Cape Verde,1993,1974.24059,366057
Caribbean Small States,1993,10905.93161,
Cayman Islands,1993,,29068
Central African Republic,1993,1033.830959,3046148
Central Europe and the Baltics,1993,12544.05493,
Chad,1993,901.025651,6563925
Channel Islands,1993,,142407
Chile,1993,11977.02559,13944934
China,1993,1949.534268,1218817059
Colombia,1993,8764.526634,35091272
Comoros,1993,2966.222955,449270
Congo,1993,4858.001224,2559880
Cook Islands,1993,,18934
Costa Rica,1993,10988.77545,3372298
Cote d'Ivoire,1993,4027.237551,13271638
Croatia,1993,,4697537
Cuba,1993,,10789312
Curacao,1993,,145766
Cyprus,1993,25992.48599,818750
Czechia,1993,20760.05425,10358694
Democratic Republic of Congo,1993,1150.83623,38815835
Denmark,1993,39979.75738,5190745
Djibouti,1993,,618504
Dominica,1993,8168.005422,70818
Dominican Republic,1993,7068.107888,7546467
Early-demographic dividend,1993,4802.585089,
East Asia & Pacific,1993,5704.500983,
East Asia & Pacific (IDA & IBRD),1993,2752.026559,
East Asia & Pacific (excluding high income),1993,2722.147212,
Ecuador,1993,8406.557672,10961460
Egypt,1993,6203.068196,59880656
El Salvador,1993,5808.202703,5490478
Equatorial Guinea,1993,1395.403468,462637
Eritrea,1993,,2238631
Estonia,1993,,1488060
Eswatini,1993,5115.216144,887706
Ethiopia,1993,661.3124464,53295556
Euro area,1993,33342.06861,
Europe,1993,,726475543
Europe & Central Asia,1993,22120.66868,
Europe & Central Asia (IDA & IBRD),1993,11794.95533,
Europe & Central Asia (excluding high income),1993,11812.29717,
European Union,1993,28778.66081,
Faeroe Islands,1993,,46277
Falkland Islands,1993,,2269
Fiji,1993,8599.272603,754962
Finland,1993,29310.30707,5071782
France,1993,33905.88226,57370375
French Guiana,1993,,129145
French Polynesia,1993,,210644
Gabon,1993,17917.21919,1029769
Gambia,1993,2240.453519,1060861
Georgia,1993,3346.568025,5208954
Germany,1993,38049.08807,80428557
Ghana,1993,2463.626389,16106756
Gibraltar,1993,,28680
Greece,1993,24205.90049,10533811
Greenland,1993,,55847
Grenada,1993,8517.895109,98234
Guadeloupe,1993,,399380
Guam,1993,,139813
Guatemala,1993,5805.709528,9938699
Guinea,1993,1545.648684,6897171
Guinea-Bissau,1993,2022.608737,1043421
Guyana,1993,5901.427878,754141
Haiti,1993,2779.603303,7460684
Heavily indebted poor countries (HIPC),1993,1613.420784,
High income,1993,33027.61423,
Honduras,1993,4002.9606,5394416
Hong Kong,1993,33200.2074,5928336
Hungary,1993,15854.16005,10359052
IBRD only,1993,5039.690958,
IDA & IBRD total,1993,4454.689452,
IDA blend,1993,3079.219733,
IDA only,1993,1654.296591,
IDA total,1993,2145.954359,
Iceland,1993,,262650
India,1993,1906.412058,927403866
Indonesia,1993,5224.165931,190851184
Iran,1993,9514.337005,59723761
Iraq,1993,4386.284495,18955087
Ireland,1993,28478.72593,3546929
Isle of Man,1993,,71431
Israel,1993,,4929413
Italy,1993,37065.43412,57197610
Jamaica,1993,9787.54316,2484583
Japan,1993,33015.27657,125707407
Jordan,1993,8164.679512,4201559
Kazakhstan,1993,10292.19832,16181161
Kenya,1993,2942.362971,26136217
Kiribati,1993,2076.42515,75711
Kuwait,1993,,1772607
Kyrgyzstan,1993,3362.829,4483844
Laos,1993,2111.549213,4619946
Late-demographic dividend,1993,5173.559879,
Latin America & Caribbean,1993,11389.31427,
Latin America & Caribbean (IDA & IBRD),1993,11366.10005,
Latin America & Caribbean (excluding high income),1993,10907.35874,
Latvia,1993,,2582658
Least developed countries: UN classification,1993,1434.144508,
Lebanon,1993,12570.80769,3246129
Lesotho,1993,1479.964352,1822237
Liberia,1993,,1976701
Libya,1993,,4755134
Liechtenstein,1993,,29987
Lithuania,1993,,3670653
Low & middle income,1993,4287.323112,
Lower middle income,1993,3152.271212,
Luxembourg,1993,74904.0256,396812
Macao,1993,55959.02353,370195
Madagascar,1993,1641.210653,12675469
Malawi,1993,1001.970831,9710335
Malaysia,1993,12500.50417,19484901
Maldives,1993,,242596
Mali,1993,1468.007276,9087173
Malta,1993,17856.2692,370774
Marshall Islands,1993,3560.617694,49828
Martinique,1993,,364374
Mauritania,1993,4714.601337,2198538
Mauritius,1993,9010.484481,1098604
Mayotte,1993,,111633
Mexico,1993,15575.11806,88625440
Micronesia (country),1993,3354.789309,103901
Middle East & North Africa,1993,11135.55291,
Middle East & North Africa (IDA & IBRD),1993,6839.811839,
Middle East & North Africa (excluding high income),1993,6813.000354,
Middle income,1993,4516.941454,
Moldova,1993,,4371155
Monaco,1993,,30145
Mongolia,1993,3858.773895,2263196
Montenegro,1993,,618863
Montserrat,1993,,10598
Morocco,1993,3770.517324,26155204
Mozambique,1993,464.018358,14370950
Myanmar,1993,689.9086193,42889992
Namibia,1993,6251.824862,1555098
Nauru,1993,,10287
Nepal,1993,1715.367212,20489973
Netherlands,1993,37613.25219,15268005
New Caledonia,1993,,183481
New Zealand,1993,27852.03502,3564473
Nicaragua,1993,3224.139091,4462496
Niger,1993,1038.222953,8860297
Nigeria,1993,3108.674718,102700751
Niue,1993,,2228
North America,1993,40191.3417,443652234
North Korea,1993,,21265832
North Macedonia,1993,9286.796303,1984024
Northern Mariana Islands,1993,,45763
Norway,1993,45512.40436,4316790
OECD members,1993,29891.78268,
Oceania,1993,,28566202
Oman,1993,28324.61636,2072106
Pacific island small states,1993,5540.6147,
Pakistan,1993,3086.893478,117086680
Palau,1993,,16285
Palestine,1993,,2391399
Panama,1993,12583.7801,2629584
Papua New Guinea,1993,3347.571839,4949053
Paraguay,1993,8678.579276,4555518
Peru,1993,5295.798233,23408135
Philippines,1993,4006.696254,66593903
Poland,1993,11086.96005,38301349
Portugal,1993,24391.19985,9996642
Post-demographic dividend,1993,32323.23741,
Pre-demographic dividend,1993,2178.09846,
Puerto Rico,1993,23650.10864,3503470
Qatar,1993,,501479
Reunion,1993,,647590
Romania,1993,10936.72938,23256959
Russia,1993,15870.60588,148373584
Rwanda,1993,1033.701525,6263758
Saint Barthlemy,1993,,6028
Saint Helena,1993,,6394
Saint Kitts and Nevis,1993,16213.54237,41141
Saint Lucia,1993,12283.28895,143402
Saint Martin (French part),1993,,30194
Saint Pierre and Miquelon,1993,,6423
Saint Vincent and the Grenadines,1993,7119.109796,108036
Samoa,1993,4009.547426,167117
San Marino,1993,,25208
Sao Tome and Principe,1993,,127066
Saudi Arabia,1993,44623.51103,17763297
Senegal,1993,2385.089464,8226749
Serbia,1993,,9795253
Seychelles,1993,16407.75153,74071
Sierra Leone,1993,1224.901717,4328965
Singapore,1993,43630.39715,3305801
Sint Maarten (Dutch part),1993,,30765
Slovakia,1993,11867.83936,5347212
Slovenia,1993,,2000560
Solomon Islands,1993,2645.583346,339501
Somalia,1993,,7315864
South Africa,1993,9375.049974,39633754
South America,1993,,311601582
South Asia,1993,2019.004466,
South Asia (IDA & IBRD),1993,2019.004466,
South Korea,1993,15436.38786,44335037
South Sudan,1993,,5185712
Spain,1993,27859.54304,39533726
Sri Lanka,1993,4376.128326,17924827
Sub-Saharan Africa,1993,2599.164101,
Sub-Saharan Africa (IDA & IBRD),1993,2599.164101,
Sub-Saharan Africa (excluding high income),1993,2597.359742,
Sudan,1993,1776.869847,22527837
Suriname,1993,12647.8842,428028
Sweden,1993,32086.01264,8746770
Switzerland,1993,53929.85852,6868937
Syria,1993,,13565074
Taiwan,1993,,21044700
Tajikistan,1993,2131.990374,5593317
Tanzania,1993,1307.670839,27887204
Thailand,1993,8745.552017,58337773
Timor,1993,,806867
Togo,1993,1355.312757,4029044
Tokelau,1993,,1537
Tonga,1993,4145.955353,95556
Trinidad and Tobago,1993,11161.63279,1243605
Tunisia,1993,5827.032902,8795934
Turkey,1993,13689.66096,56653808
Turkmenistan,1993,5451.062297,4010789
Turks and Caicos Islands,1993,,14526
Tuvalu,1993,2805.312351,9194
Uganda,1993,971.4715961,19175986
Ukraine,1993,11112.67765,51316013
United Arab Emirates,1993,98978.47461,2173135
United Kingdom,1993,30749.92476,57602279
United States,1993,41238.78261,259532130
United States Virgin Islands,1993,,105730
Upper middle income,1993,5953.3317,
Uruguay,1993,12422.95869,3177734
Uzbekistan,1993,2757.178524,21861974
Vanuatu,1993,2793.240906,159743
Vatican,1993,,780
Venezuela,1993,,21016900
Vietnam,1993,1957.644497,72300308
Wallis and Futuna,1993,,13955
Western Sahara,1993,,239334
World,1993,9631.399604,5581597596
Yemen,1993,,13634082
Zambia,1993,2133.263601,8656484
Zimbabwe,1993,3280.406846,11092775
Afghanistan,1992,,14485543
Africa,1992,,664512034
Africa Eastern and Southern,1992,2642.479937,
Africa Western and Central,1992,2765.522571,
Albania,1992,3265.017429,3245887
Algeria,1992,8383.769007,27028330
American Samoa,1992,,49900
Andorra,1992,,58882
Angola,1992,5148.254857,12657361
Anguilla,1992,,9333
Antigua and Barbuda,1992,15500.49184,64459
Arab World,1992,9899.014974,
Argentina,1992,16209.32598,33529320
Armenia,1992,2735.786539,3442820
Aruba,1992,38559.09597,68240
Asia,1992,,3336711023
Australia,1992,30298.92902,17402179
Austria,1992,38718.93305,7830938
Azerbaijan,1992,5782.650277,7471924
Bahamas,1992,33815.95498,266028
Bahrain,1992,43430.27134,523082
Bangladesh,1992,1582.3136,107983708
Barbados,1992,12579.46817,262890
Belarus,1992,7924.014893,10154338
Belgium,1992,36426.2881,10078098
Belize,1992,5852.845462,194324
Benin,1992,2179.50723,5331805
Bermuda,1992,64385.40741,62391
Bhutan,1992,2979.907445,534525
Bolivia,1992,4705.587145,7160917
Bonaire Sint Eustatius and Saba,1992,,13936
Bosnia and Herzegovina,1992,,4233673
Botswana,1992,9470.341823,1363541
Brazil,1992,10268.1141,154259382
British Virgin Islands,1992,,18443
Brunei,1992,72705.72804,273888
Bulgaria,1992,10461.39562,8676379
Burkina Faso,1992,1054.253612,9297110
Burundi,1992,1202.106294,5685569
Cambodia,1992,,9623899
Cameroon,1992,2831.18836,12499499
Canada,1992,,28224410
Cape Verde,1992,1868.638379,355763
Caribbean Small States,1992,10645.0447,
Cayman Islands,1992,,27784
Central African Republic,1992,1060.638246,2959236
Central Europe and the Baltics,1992,12347.31822,
Chad,1992,1103.79737,6356741
Channel Islands,1992,,142006
Chile,1992,11421.03818,13719818
China,1992,1731.657215,1206711243
Colombia,1992,8478.203182,34422568
Comoros,1992,2964.216714,436454
Congo,1992,5043.861603,2489945
Cook Islands,1992,,18678
Costa Rica,1992,10528.34779,3286525
Cote d'Ivoire,1992,4179.62285,12812428
Croatia,1992,,4732866
Cuba,1992,,10736386
Curacao,1992,,146018
Cyprus,1992,26442.70681,800610
Czechia,1992,20768.78817,10353021
Democratic Republic of Congo,1992,1382.761987,37333917
Denmark,1992,40108.89195,5171654
Djibouti,1992,,615050
Dominica,1992,8026.022726,70546
Dominican Republic,1992,6706.026132,7408339
Early-demographic dividend,1992,4735.561665,
East Asia & Pacific,1992,5494.264124,
East Asia & Pacific (IDA & IBRD),1992,2528.579021,
East Asia & Pacific (excluding high income),1992,2501.200047,
Ecuador,1992,8432.61866,10716131
Egypt,1992,6152.929004,58666812
El Salvador,1992,5563.939864,5416327
Equatorial Guinea,1992,1299.925476,447269
Eritrea,1992,,2257593
Estonia,1992,,1520811
Eswatini,1992,5079.63062,866995
Ethiopia,1992,605.7706676,51423591
Euro area,1992,33711.06071,
Europe,1992,,725190636
Europe & Central Asia,1992,22591.43719,
Europe & Central Asia (IDA & IBRD),1992,12545.03363,
Europe & Central Asia (excluding high income),1992,12672.38851,
European Union,1992,29019.01542,
Faeroe Islands,1992,,46746
Falkland Islands,1992,,2169
Fiji,1992,8538.589555,744470
Finland,1992,29648.74394,5044928
France,1992,34268.54217,57147213
French Guiana,1992,,125075
French Polynesia,1992,,207238
Gabon,1992,17704.52647,1002573
Gambia,1992,2245.610806,1027476
Georgia,1992,4769.996524,5303925
Germany,1992,38677.8681,79963166
Ghana,1992,2417.727402,15653345
Gibraltar,1992,,28844
Greece,1992,24744.62833,10420226
Greenland,1992,,55857
Grenada,1992,8784.025564,97161
Guadeloupe,1992,,397692
Guam,1992,,136693
Guatemala,1992,5730.645952,9708552
Guinea,1992,1511.113817,6716032
Guinea-Bissau,1992,2025.793924,1020353
Guyana,1992,5495.849442,748596
Haiti,1992,2995.781848,7319491
Heavily indebted poor countries (HIPC),1992,1649.851541,
High income,1992,32867.61618,
Honduras,1992,3866.115788,5244677
Hong Kong,1992,31803.28709,5864745
Hungary,1992,15927.85268,10358622
IBRD only,1992,4988.445474,
IDA & IBRD total,1992,4427.087478,
IDA blend,1992,3165.413244,
IDA only,1992,1672.086737,
IDA total,1992,2189.207608,
Iceland,1992,,260154
India,1992,1856.170582,909307018
Indonesia,1992,4986.783828,187739786
Iran,1992,9568.63699,58780376
Iraq,1992,3467.604619,18402740
Ireland,1992,27870.97427,3529847
Isle of Man,1992,,71262
Israel,1992,,4752826
Italy,1992,37407.11132,57145308
Jamaica,1992,9030.713856,2461047
Japan,1992,33294.91604,125331300
Jordan,1992,8253.895611,3977667
Kazakhstan,1992,11294.73658,16302809
Kenya,1992,3025.796984,25326080
Kiribati,1992,2084.515645,74767
Kuwait,1992,,1912425
Kyrgyzstan,1992,3978.909914,4454192
Laos,1992,2046.655519,4500346
Late-demographic dividend,1992,5090.418606,
Latin America & Caribbean,1992,11109.25091,
Latin America & Caribbean (IDA & IBRD),1992,11090.53767,
Latin America & Caribbean (excluding high income),1992,10644.12599,
Latvia,1992,,2620254
Least developed countries: UN classification,1992,1475.728495,
Lebanon,1992,11976.1898,3076133
Lesotho,1992,1461.833392,1782284
Liberia,1992,,2001612
Libya,1992,,4650896
Liechtenstein,1992,,29552
Lithuania,1992,,3688103
Low & middle income,1992,4263.928452,
Lower middle income,1992,3181.218222,
Luxembourg,1992,72855.88763,391397
Macao,1992,54357.93372,362308
Madagascar,1992,1656.344225,12301338
Malawi,1992,915.7389148,9685974
Malaysia,1992,11663.62708,19002660
Maldives,1992,,236271
Mali,1992,1460.948094,8850334
Malta,1992,17262.03467,367890
Marshall Islands,1992,3398.847542,49242
Martinique,1992,,362756
Mauritania,1992,4569.207654,2142645
Mauritius,1992,8676.973886,1082948
Mayotte,1992,,105826
Mexico,1992,15550.56012,87075136
Micronesia (country),1992,3179.201045,101386
Middle East & North Africa,1992,11158.38141,
Middle East & North Africa (IDA & IBRD),1992,6825.180241,
Middle East & North Africa (excluding high income),1992,6799.783012,
Middle income,1992,4486.759773,
Moldova,1992,,4376804
Monaco,1992,,29859
Mongolia,1992,4020.046169,2243495
Montenegro,1992,,617181
Montserrat,1992,,10659
Morocco,1992,3864.744317,25711410
Mozambique,1992,436.7203711,13805999
Myanmar,1992,658.1079041,42401686
Namibia,1992,6511.898452,1516951
Nauru,1992,,10030
Nepal,1992,1697.477442,19938322
Netherlands,1992,37405.92997,15165856
New Caledonia,1992,,178759
New Zealand,1992,26479.0419,3503194
Nicaragua,1992,3309.524337,4364514
Niger,1992,1070.352817,8566773
Nigeria,1992,3253.694421,100161708
Niue,1992,,2261
North America,1992,39625.02871,438123767
North Korea,1992,,20937407
North Macedonia,1992,10013.05355,1988659
Northern Mariana Islands,1992,,46473
